,age,attrition,businesstravel,dailyrate,department,education,educationfield,employeecount,employeenumber,distancefromhome(miles)
515,39,No,,849.85,sales,3,,1,516,6
516,49,No,,331.29,research & development,4,,1,517,13
517,45,No,,1723.43,,2,technical degree,1,518,28
518,46,No,,1032.49,,3,,1,519,2
519,27,No,,492.56,,3,,1,520,15
520,42,No,travel_rarely,1973.98,,3,,1,521,2
521,49,No,,556.26,sales,3,,1,522,2
522,29,No,travel_rarely,556.26,,2,life sciences,1,523,15
523,34,No,non-travel,471.3,,4,marketing,1,524,12
524,37,No,,618.33,,4,,1,525,1
525,36,No,,670.53,,3,,1,526,11
526,45,No,,356.16,,3,,1,527,29
527,29,No,travel_rarely,290.04,,3,,1,528,15
528,26,No,,660.01,,3,,1,529,1
529,28,No,,556.26,,4,life sciences,1,530,9
530,42,No,travel_frequently,556.26,,4,technical degree,1,531,30
531,31,No,travel_rarely,556.26,sales,1,life sciences,1,532,2
532,37,No,travel_rarely,1032.49,,3,,1,533,47
533,37,No,non-travel,1032.49,,4,,1,534,9
534,37,No,travel_rarely,556.26,,4,life sciences,1,535,1
535,24,No,travel_rarely,281.15,,3,medical,1,536,23
536,50,No,,1973.98,,3,,1,537,3
537,34,No,,373.7,,2,life sciences,1,538,1
538,27,No,travel_frequently,556.26,,1,medical,1,539,3
539,25,No,,637.62,sales,1,,1,540,42
540,34,No,,647.32,sales,3,other,1,541,25
541,34,No,,452.01,research & development,4,,1,542,2
542,35,No,,1032.49,,3,other,1,543,7
543,35,No,,264.02,,1,medical,1,544,16
544,33,No,,566.22,research & development,4,,1,545,1
545,29,No,,259.38,,4,life sciences,1,546,28
546,29,No,travel_frequently,290.04,research & development,3,,1,547,10
547,34,No,,556.26,,1,life sciences,1,548,9
548,28,No,travel_rarely,329.75,,4,medical,1,549,19
549,44,No,,290.04,,1,life sciences,1,550,2
550,31,No,travel_rarely,556.26,research & development,2,,1,551,11
551,26,No,,290.04,research & development,2,life sciences,1,552,4
552,47,No,travel_rarely,352.86,,3,,1,553,1
553,37,No,,290.04,research & development,2,,1,554,5
554,32,No,,421.67,,4,,1,555,1
555,32,No,,556.26,,3,medical,1,556,2
556,33,No,non-travel,553.84,,3,life sciences,1,557,16
557,47,Yes,,1334.67,sales,3,,1,558,9
558,41,Yes,,556.26,,2,,1,559,1
559,35,No,travel_rarely,290.04,research & development,3,medical,1,560,16
560,29,No,travel_rarely,290.04,,3,life sciences,1,561,2
561,32,No,travel_rarely,556.26,,3,life sciences,1,562,1
562,35,No,travel_rarely,290.04,,3,medical,1,563,1
563,56,No,,1032.49,,3,,1,564,13
564,28,No,,435.5,,3,medical,1,565,4
565,25,Yes,travel_rarely,556.26,,3,,1,566,5
566,56,Yes,,512.06,,4,life sciences,1,567,14
567,26,No,,290.04,research & development,3,,1,568,6
568,32,Yes,,433.33,,3,medical,1,569,9
569,30,No,travel_rarely,290.04,,3,life sciences,1,570,18
570,50,No,travel_rarely,1973.98,,3,,1,571,11
571,32,No,,290.04,,5,life sciences,1,572,6
572,45,No,travel_rarely,516.49,,2,,1,573,4
573,43,No,,290.04,,3,,1,574,7
574,29,Yes,,788.15,,3,marketing,1,575,27
575,31,No,non-travel,556.26,research & development,4,medical,1,576,1
576,33,Yes,,290.04,,3,,1,577,14
577,31,Yes,,290.04,,2,,1,578,29
578,37,No,,670.84,,4,,1,579,6
579,50,No,,1973.98,research & development,1,,1,580,4
580,42,No,travel_frequently,1395.44,,3,,1,581,26
581,27,No,,556.26,,3,,1,582,2
582,27,No,non-travel,655.06,,1,marketing,1,583,1
583,41,No,travel_rarely,556.26,,3,,1,584,6
584,37,No,travel_rarely,290.04,,3,medical,1,585,10
585,40,Yes,,658.25,,2,,1,586,22
586,55,No,,1582.77,,3,,1,587,2
587,26,Yes,travel_frequently,320.05,,1,,1,588,3
588,40,No,travel_rarely,556.26,,2,marketing,1,589,2
589,25,No,,556.26,sales,2,,1,590,4
590,30,No,,556.26,,3,,1,591,12
591,52,No,travel_rarely,1032.49,,3,,1,592,32
592,42,No,travel_frequently,470.06,,2,,1,593,12
593,30,No,travel_rarely,556.26,,3,life sciences,1,594,2
594,35,No,travel_rarely,436.43,,3,life sciences,1,595,22
595,31,No,travel_rarely,1032.49,,3,,1,596,7
596,35,No,travel_rarely,501.33,sales,3,,1,597,1
597,25,No,,290.04,,1,,1,598,13
598,32,No,travel_rarely,652.27,,4,,1,599,9
599,47,Yes,,556.26,,2,life sciences,1,600,27
600,30,No,travel_frequently,290.04,,4,life sciences,1,601,5
601,45,No,,1110.26,,3,marketing,1,602,9
602,36,No,travel_rarely,290.04,,3,life sciences,1,603,8
603,31,No,,290.04,,4,,1,604,11
604,37,No,travel_frequently,306.74,,2,medical,1,605,21
605,39,No,travel_rarely,536.92,,3,life sciences,1,606,2
606,42,No,,556.26,,2,,1,607,14
607,30,No,travel_rarely,1032.49,,2,,1,608,8
608,50,No,,1795.13,,2,medical,1,609,1
609,59,No,travel_rarely,1032.49,sales,2,,1,610,1
610,54,No,,1032.49,,4,life sciences,1,611,2
611,56,No,,290.04,,3,medical,1,612,9
612,48,No,,1742.1,,4,,1,613,1
613,39,No,,556.26,research & development,3,life sciences,1,614,9
614,35,No,travel_rarely,446.02,,4,technical degree,1,615,8
615,42,No,travel_rarely,531.87,sales,4,marketing,1,616,4
616,44,Yes,,302.92,,4,,1,617,10
617,29,No,travel_rarely,290.04,,1,,1,618,15
618,33,No,,290.04,,3,human resources,1,619,2
619,54,No,travel_frequently,1032.49,,4,,1,620,1
620,46,No,,1938.55,sales,2,,1,621,4
621,30,No,non-travel,556.26,,2,medical,1,622,9
622,32,Yes,travel_rarely,503.8,,2,life sciences,1,623,7
623,40,Yes,,1032.49,,4,,1,624,25
624,34,No,non-travel,209.34,,1,,1,625,26
625,39,No,travel_rarely,556.26,sales,4,,1,626,21
626,37,No,,309.11,,1,,1,627,4
627,33,No,,556.26,sales,1,life sciences,1,628,41
628,39,No,non-travel,1032.49,research & development,2,,1,629,25
629,52,No,travel_rarely,290.04,,4,other,1,630,8
630,36,No,,957.25,,4,,1,631,3
631,36,No,,556.26,,4,life sciences,1,632,47
632,24,No,travel_rarely,429.41,,1,,1,633,4
633,34,No,travel_rarely,290.04,,3,life sciences,1,634,1
634,28,No,,556.26,sales,3,,1,635,5
635,33,No,travel_rarely,290.04,research & development,4,medical,1,636,4
636,47,No,travel_rarely,556.26,,3,medical,1,637,14
637,40,Yes,,290.04,,4,life sciences,1,638,9
638,45,No,travel_rarely,290.04,,3,technical degree,1,639,49
639,40,No,travel_rarely,556.26,,2,,1,640,9
640,29,No,,913.4,,1,life sciences,1,641,2
641,40,No,,556.26,,2,life sciences,1,642,14
642,43,No,,503.08,,3,,1,643,27
643,30,No,,220.9,,3,,1,644,7
644,38,No,,800.22,research & development,2,,1,645,2
645,37,No,travel_rarely,406.1,research & development,3,,1,646,10
646,39,No,travel_rarely,556.26,,3,medical,1,647,12
647,36,No,travel_rarely,705.92,research & development,2,life sciences,1,648,11
648,23,Yes,travel_rarely,411.56,,1,medical,1,649,8
649,35,No,,508.65,,4,,1,650,2
650,31,No,travel_frequently,556.26,,1,technical degree,1,651,24
651,38,No,travel_rarely,381.95,research & development,2,other,1,652,6
652,35,No,,279.09,,4,medical,1,653,23
653,40,No,,458.92,,3,,1,654,12
654,27,No,travel_frequently,245.45,research & development,2,,1,655,48
655,41,No,,556.26,,3,,1,656,8
656,33,No,travel_rarely,566.12,,4,marketing,1,657,15
657,49,No,,1973.98,,1,life sciences,1,658,2
658,36,No,non-travel,289.92,,4,,1,659,9
659,41,No,,922.17,,3,life sciences,1,660,3
660,29,No,,290.04,,4,medical,1,661,41
661,31,No,non-travel,1025.14,,3,medical,1,662,5
662,36,Yes,travel_rarely,290.04,,4,life sciences,1,663,9
663,43,No,travel_rarely,290.04,,2,medical,1,664,2
664,33,No,travel_frequently,556.26,,3,life sciences,1,665,18
665,44,No,,562.71,sales,5,marketing,1,666,1
666,38,No,,556.26,,5,life sciences,1,667,29
667,50,No,,1933.49,,2,medical,1,668,7
668,59,No,travel_frequently,564.67,,1,,1,669,1
669,40,No,travel_frequently,1393.17,,4,life sciences,1,670,1
670,54,No,travel_rarely,1397.91,,4,technical degree,1,671,2
671,50,No,,1874.89,,3,,1,672,47
672,54,No,non-travel,1582.77,,3,,1,673,26
673,24,No,,286.21,,1,life sciences,1,674,18
674,37,No,travel_rarely,1032.49,,3,life sciences,1,675,3
675,30,No,travel_rarely,290.04,,1,,1,676,2
676,34,No,travel_frequently,290.04,,4,,1,677,10
677,57,No,travel_rarely,973.87,research & development,2,,1,678,24
678,38,No,travel_rarely,556.26,,4,life sciences,1,679,1
679,41,Yes,travel_rarely,290.04,,2,marketing,1,680,20
680,42,No,,543.21,,2,,1,681,21
681,34,No,,393.61,,4,,1,682,10
682,30,Yes,,556.26,,4,,1,683,26
683,29,Yes,travel_rarely,246.48,,1,medical,1,684,13
684,32,No,,290.04,,2,,1,685,4
685,25,No,,412.7,,2,life sciences,1,686,5
686,53,No,,1814.22,,4,,1,687,3
687,26,No,,556.26,research & development,2,medical,1,688,11
688,28,No,,290.04,,2,,1,689,8
689,28,No,travel_rarely,584.07,,2,medical,1,690,16
690,58,No,,556.26,research & development,4,life sciences,1,691,1
691,27,No,travel_rarely,290.04,,3,,1,692,5
692,54,No,travel_frequently,502.36,,4,life sciences,1,693,20
693,40,No,travel_rarely,556.26,,2,,1,694,45
694,29,No,non-travel,479.66,,3,life sciences,1,695,2
695,50,No,travel_rarely,1082.92,,3,,1,696,10
696,24,Yes,travel_rarely,290.04,,1,technical degree,1,697,1
697,30,No,,290.04,research & development,3,,1,698,37
698,34,No,,285.59,,4,,1,699,2
699,33,Yes,travel_rarely,351.62,,1,,1,700,10
700,36,No,non-travel,1032.49,,4,medical,1,701,30
701,41,No,non-travel,556.26,sales,2,,1,702,10
702,39,No,travel_frequently,387.42,,1,,1,703,8
703,26,No,travel_rarely,556.26,,2,marketing,1,704,28
704,24,Yes,travel_frequently,290.04,research & development,3,,1,705,7
705,27,No,,225.64,research & development,4,,1,706,6
706,27,Yes,travel_rarely,290.04,,1,marketing,1,707,2
707,50,Yes,,556.26,sales,2,technical degree,1,708,8
708,23,No,travel_rarely,290.04,,1,,1,709,49
709,39,No,travel_rarely,556.26,,3,,1,710,24
710,52,No,non-travel,439.32,,4,medical,1,711,19
711,26,Yes,,549.51,,3,,1,712,8
712,54,No,,565.91,,4,,1,713,19
713,37,No,travel_rarely,287.03,,1,life sciences,1,714,10
714,50,No,travel_rarely,1819.9,research & development,3,,1,715,2
715,42,No,,625.44,,2,life sciences,1,716,1
716,38,No,travel_frequently,648.76,research & development,3,,1,717,12
717,25,No,travel_rarely,353.27,,1,medical,1,718,2
718,32,No,,556.26,,2,,1,719,8
719,25,No,,432.71,,1,,1,720,3
720,42,No,,556.26,,3,,1,721,3
721,33,No,,290.04,,2,human resources,1,722,3
722,29,No,travel_rarely,261.24,,1,medical,1,723,7
723,38,No,non-travel,584.59,,3,,1,724,10
724,45,No,travel_rarely,290.04,research & development,4,,1,725,1
725,31,No,travel_frequently,556.26,,1,,1,726,1
726,22,No,,290.04,research & development,1,life sciences,1,727,8
727,59,No,travel_rarely,1416.17,,3,,1,728,2
728,45,No,,1582.77,sales,2,,1,729,11
729,45,No,travel_rarely,290.04,,4,,1,730,24
730,37,No,travel_rarely,423.74,,3,,1,731,3
731,26,No,,290.04,,1,medical,1,732,26
732,26,No,,290.04,,2,medical,1,733,1
733,28,No,,290.04,,1,,1,734,42
734,24,No,,371.12,,3,medical,1,735,24
735,30,No,travel_rarely,556.26,,3,marketing,1,736,10
736,43,Yes,,556.26,,3,,1,737,9
737,30,No,travel_rarely,424.56,,4,life sciences,1,738,29
738,46,No,travel_rarely,556.26,,4,technical degree,1,739,2
739,42,No,non-travel,647.11,human resources,5,,1,740,2
740,25,No,,556.26,,4,life sciences,1,741,10
741,27,No,,259.69,,2,,1,742,4
742,56,No,travel_rarely,1973.98,,4,life sciences,1,743,8
743,41,No,travel_frequently,556.26,sales,3,marketing,1,744,1
744,28,No,,556.26,,3,life sciences,1,745,26
745,52,No,travel_frequently,1582.77,,2,,1,746,28
746,26,No,travel_rarely,402.79,,1,medical,1,747,2
747,49,Yes,travel_frequently,556.26,,2,,1,748,28
748,34,No,travel_frequently,290.04,,4,other,1,749,1
749,32,No,,949.62,,5,marketing,1,750,7
750,33,No,,451.18,,3,medical,1,751,7
751,29,Yes,,556.26,sales,3,,1,752,13
752,30,No,,212.95,,3,life sciences,1,753,16
753,23,No,,556.26,research & development,1,life sciences,1,754,11
754,33,No,,556.26,,3,,1,755,25
755,35,No,,250.71,,4,,1,756,28
756,38,No,travel_frequently,556.26,,4,,1,757,10
757,28,No,,503.18,,3,,1,758,27
758,37,No,,556.26,,3,life sciences,1,759,19
759,24,No,,387.94,research & development,1,technical degree,1,760,2
760,36,No,,207.69,,3,,1,761,7
761,38,No,travel_frequently,290.04,,3,,1,762,2
762,53,No,travel_rarely,1032.49,,4,medical,1,763,24
763,37,No,travel_frequently,556.26,,4,,1,764,1
764,24,No,,290.04,research & development,3,medical,1,765,12
765,29,No,travel_rarely,306.84,,4,medical,1,766,9
766,32,No,travel_rarely,1032.49,,3,,1,767,19
767,42,No,travel_rarely,285.38,,3,medical,1,768,12
768,41,No,,290.04,,4,life sciences,1,769,9
769,44,Yes,,290.04,,2,,1,770,1
770,28,No,travel_rarely,290.04,,3,,1,771,1
771,39,No,,1032.49,research & development,1,medical,1,772,10
772,40,No,,348.42,,2,life sciences,1,773,2
773,37,Yes,travel_rarely,434.67,,4,,1,774,10
774,40,No,,671.98,,3,,1,775,1
775,26,No,travel_rarely,556.26,sales,3,,1,776,10
776,42,No,,290.04,,4,technical degree,1,777,10
777,34,No,travel_rarely,1032.49,,3,,1,778,4
778,37,No,travel_rarely,442.0,,4,medical,1,779,7
779,27,No,,229.67,,4,technical degree,1,780,2
780,35,No,travel_rarely,573.75,,4,,1,781,18
781,28,No,non-travel,221.21,,3,medical,1,782,16
782,29,No,,554.36,,3,life sciences,1,783,1
783,54,No,,298.9,research & development,2,,1,784,9
784,24,No,travel_rarely,556.26,,2,life sciences,1,785,41
785,38,No,travel_frequently,548.99,,4,,1,786,6
786,42,No,,558.17,,4,,1,787,18
787,41,No,,287.03,,3,life sciences,1,788,1
788,25,No,travel_rarely,556.26,,2,,1,789,8
789,44,No,,290.04,,3,medical,1,790,1
790,50,Yes,,556.26,,4,,1,791,1
791,36,No,,556.26,sales,4,marketing,1,792,11
792,45,No,,500.4,,3,,1,793,20
793,40,No,,206.45,,4,,1,794,2
794,35,No,travel_rarely,290.04,,4,,1,795,1
795,29,No,travel_rarely,556.26,,2,other,1,796,13
796,34,No,,454.38,,3,,1,797,8
797,27,No,travel_rarely,290.04,,1,,1,798,2
798,31,No,,290.04,research & development,1,,1,799,26
799,34,No,travel_rarely,290.04,,2,,1,800,38
800,28,Yes,travel_rarely,290.04,research & development,3,life sciences,1,801,24
801,32,No,travel_rarely,290.04,,2,,1,802,5
802,38,No,,406.92,research & development,3,life sciences,1,803,2
803,24,No,,556.26,,2,,1,804,11
804,34,Yes,,305.4,,1,,1,805,6
805,32,Yes,travel_frequently,290.04,research & development,1,,1,806,16
806,46,No,travel_rarely,1954.85,,4,marketing,1,807,2
807,44,No,,667.02,,4,other,1,808,10
808,50,Yes,travel_rarely,276.82,,2,,1,809,3
809,35,No,,207.79,,3,marketing,1,810,2
810,28,Yes,,355.02,,4,,1,811,5
811,26,No,,556.26,,3,,1,812,22
812,35,No,travel_rarely,290.04,,4,,1,813,31
813,35,No,,290.04,,3,medical,1,814,31
814,37,No,travel_rarely,1409.78,,4,medical,1,815,20
815,46,No,travel_rarely,518.04,,2,medical,1,816,38
816,34,No,travel_rarely,556.26,,2,medical,1,817,1
817,51,No,travel_rarely,290.04,,4,,1,818,9
818,24,No,travel_rarely,556.26,sales,2,other,1,819,3
819,44,No,,556.26,,3,,1,820,23
820,37,Yes,travel_rarely,290.04,,4,human resources,1,821,6
821,59,No,non-travel,1944.22,,4,human resources,1,822,2
822,25,No,,290.04,,1,,1,823,7
823,43,No,,488.94,,3,medical,1,824,26
824,50,No,travel_frequently,1032.49,,3,,1,825,12
825,31,Yes,travel_rarely,556.26,,3,,1,826,20
826,36,No,,556.26,research & development,2,medical,1,827,6
827,51,Yes,travel_frequently,1098.81,,4,,1,828,16
828,25,No,,556.26,sales,3,life sciences,1,829,28
829,38,No,travel_rarely,445.4,,5,technical degree,1,830,3
830,30,No,travel_rarely,290.04,research & development,3,technical degree,1,831,5
831,22,No,,290.04,,1,medical,1,832,36
832,27,No,non-travel,208.83,research & development,3,medical,1,833,9
833,28,No,,290.04,research & development,3,medical,1,834,21
834,27,No,,315.51,,3,,1,835,17
835,56,No,travel_rarely,290.04,,3,life sciences,1,836,8
836,38,No,travel_rarely,290.04,,2,,1,837,9
837,31,No,travel_rarely,405.37,,1,medical,1,838,12
838,34,No,travel_rarely,290.04,,2,medical,1,839,27
839,50,No,,290.04,research & development,3,,1,840,1
840,53,No,,556.26,,2,,1,841,13
841,35,No,travel_frequently,456.55,,3,medical,1,842,24
842,27,No,travel_frequently,556.26,,1,,1,843,1
843,40,No,,556.26,,2,,1,844,38
844,22,No,,240.19,,3,life sciences,1,845,22
845,40,No,,556.26,,5,life sciences,1,846,10
846,46,No,,1032.49,,4,,1,847,1
847,30,Yes,,274.13,,3,technical degree,1,848,3
848,29,Yes,,290.04,,3,,1,849,1
849,54,No,,612.86,,3,,1,850,3
850,33,No,travel_rarely,270.52,research & development,4,,1,851,4
851,52,No,travel_rarely,331.4,,3,,1,852,2
852,59,No,travel_rarely,290.04,human resources,2,medical,1,853,6
853,32,Yes,,290.04,,3,,1,854,1
854,39,No,,290.04,,4,medical,1,855,24
855,32,No,non-travel,556.26,,4,marketing,1,856,26
856,31,No,,1032.49,,4,medical,1,857,3
857,33,No,travel_rarely,300.34,,4,life sciences,1,858,5
858,45,No,,556.26,,4,life sciences,1,859,23
859,42,No,,556.26,research & development,2,,1,860,17
860,29,No,,715.1,,2,marketing,1,861,19
861,25,No,travel_rarely,556.26,,3,,1,862,1
862,32,No,,224.51,,1,,1,863,2
863,28,No,travel_rarely,290.04,,3,,1,864,9
864,21,No,travel_rarely,333.25,,2,,1,865,3
865,37,No,non-travel,1032.49,,4,medical,1,866,1
866,38,No,travel_rarely,556.26,,4,life sciences,1,867,23
867,26,Yes,travel_rarely,290.04,,4,medical,1,868,16
868,49,No,,1925.75,,4,life sciences,1,869,10
869,31,No,travel_frequently,287.75,sales,3,,1,870,5
870,37,No,travel_frequently,290.04,,3,medical,1,871,9
871,31,No,travel_rarely,290.04,research & development,4,,1,872,11
872,31,No,travel_rarely,661.35,,3,human resources,1,873,2
873,31,No,,290.04,research & development,4,,1,874,2
874,52,Yes,,509.79,,4,medical,1,875,17
875,28,Yes,,290.04,,4,medical,1,876,2
876,47,No,travel_rarely,1973.98,,5,,1,877,5
877,29,No,,410.94,,5,other,1,878,9
878,37,No,,654.85,,2,medical,1,879,5
879,23,No,,299.62,,1,,1,880,26
880,42,No,travel_rarely,278.16,human resources,1,,1,881,2
881,30,No,,556.26,sales,2,,1,882,25
882,21,Yes,,224.3,,1,,1,883,31
883,57,No,travel_rarely,696.94,,4,medical,1,884,1
884,21,No,,290.04,,2,,1,885,9
885,31,No,travel_rarely,274.13,,4,life sciences,1,886,9
886,29,No,,290.04,research & development,3,,1,887,17
887,27,No,travel_rarely,290.04,,2,,1,888,1
888,49,No,travel_rarely,1131.31,,3,other,1,889,7
889,36,No,travel_rarely,262.37,,3,,1,890,2
890,34,Yes,non-travel,547.24,,3,marketing,1,891,19
891,24,No,,556.26,,4,marketing,1,892,10
892,42,No,,290.04,,4,,1,893,1
893,54,No,,2002.21,,2,medical,1,894,5
894,34,No,,674.56,,4,,1,895,4
895,43,No,,232.97,,3,,1,896,21
896,43,No,travel_rarely,556.26,,4,other,1,897,8
897,31,No,travel_rarely,228.84,,2,,1,898,1
898,25,Yes,travel_rarely,290.04,,3,medical,1,899,3
899,45,No,,273.83,,2,life sciences,1,900,10
900,52,No,travel_rarely,1582.77,,2,life sciences,1,901,4
901,34,Yes,travel_frequently,290.04,,2,,1,902,6
902,26,No,travel_rarely,290.04,,3,life sciences,1,903,23
903,29,No,,1231.39,,4,,1,904,3
904,29,Yes,,262.68,,5,technical degree,1,905,25
905,46,No,,1842.8,,3,life sciences,1,906,2
906,46,No,,1032.49,,3,marketing,1,907,10
907,30,No,travel_rarely,290.04,sales,1,marketing,1,908,7
908,34,Yes,travel_frequently,1032.49,human resources,3,,1,909,23
909,42,No,,290.04,,2,other,1,910,5
910,22,Yes,,401.76,research & development,1,technical degree,1,911,25
911,29,No,travel_rarely,439.73,,3,technical degree,1,912,19
912,46,No,travel_frequently,1086.12,research & development,1,medical,1,913,18
913,32,Yes,,556.26,sales,4,other,1,914,11
914,24,No,,247.62,,3,medical,1,915,24
915,35,No,travel_rarely,379.79,,2,,1,916,25
916,42,No,,556.26,,4,life sciences,1,917,2
917,48,No,travel_rarely,1582.77,,4,,1,918,1
918,44,No,travel_rarely,556.26,,4,,1,919,1
919,34,No,,290.04,sales,3,,1,920,14
920,21,No,,355.64,,1,technical degree,1,921,22
921,44,No,travel_rarely,2013.25,,4,,1,922,3
922,22,No,travel_rarely,290.04,,1,medical,1,923,6
923,26,No,travel_rarely,274.34,,3,,1,924,6
924,36,No,,912.79,,2,medical,1,925,9
925,27,No,,210.99,,4,medical,1,926,3
926,23,No,travel_rarely,290.04,,3,,1,927,4
927,25,No,,500.5,,3,life sciences,1,928,8
928,48,No,,837.78,,1,,1,929,14
929,24,Yes,travel_rarely,472.23,,2,life sciences,1,930,3
930,60,No,travel_rarely,557.66,,4,,1,931,16
931,50,No,,290.04,,4,marketing,1,932,8
932,44,No,non-travel,382.57,,3,,1,933,24
933,47,No,travel_frequently,1420.71,,3,,1,934,3
934,42,Yes,,290.04,,3,,1,935,19
935,43,No,travel_frequently,556.26,,3,life sciences,1,936,15
936,40,No,,290.04,,1,,1,937,2
937,29,No,,236.99,sales,3,,1,938,10
938,53,No,,252.78,,3,,1,939,6
939,23,No,travel_rarely,290.04,research & development,1,medical,1,940,12
940,55,Yes,,1973.98,,3,medical,1,941,2
941,26,No,travel_frequently,290.04,,2,life sciences,1,942,1
942,34,No,travel_rarely,290.04,,4,,1,943,1
943,27,No,,447.98,,1,marketing,1,944,8
944,35,No,travel_rarely,265.37,,4,,1,945,8
945,30,No,travel_rarely,290.04,,3,,1,946,18
946,34,No,,670.63,,2,,1,947,8
947,52,No,travel_rarely,324.9,research & development,4,life sciences,1,948,25
948,33,Yes,travel_rarely,549.3,,3,marketing,1,949,16
949,35,No,travel_rarely,290.04,research & development,4,,1,950,20
950,28,Yes,,452.11,,4,,1,951,2
951,36,No,travel_rarely,290.04,,3,human resources,1,952,13
952,34,No,travel_frequently,263.4,research & development,4,,1,953,16
953,34,No,,290.04,,2,,1,954,3
954,44,No,travel_rarely,612.13,,3,,1,955,4
955,32,No,,454.28,,4,life sciences,1,956,13
956,53,No,,1128.11,,2,,1,957,7
957,22,No,,556.26,,2,life sciences,1,958,1
958,44,No,travel_rarely,290.04,,4,life sciences,1,959,8
959,35,Yes,travel_frequently,208.62,,4,life sciences,1,960,25
960,25,No,,439.11,,1,,1,961,4
961,49,No,travel_rarely,369.37,,3,technical degree,1,962,1
962,24,No,non-travel,290.04,,1,life sciences,1,963,19
963,38,No,travel_rarely,299.1,sales,3,marketing,1,964,9
964,29,Yes,travel_rarely,290.04,,3,medical,1,965,1
965,43,No,travel_frequently,573.86,,3,life sciences,1,966,1
966,28,No,travel_rarely,556.26,,4,medical,1,967,5
967,20,Yes,travel_rarely,290.04,,3,,1,968,2
968,47,No,,290.04,,4,life sciences,1,969,2
969,22,Yes,travel_rarely,556.26,,1,life sciences,1,970,3
970,28,No,,245.25,,3,medical,1,971,9
971,39,Yes,,248.03,research & development,3,medical,1,972,6
972,33,No,travel_rarely,288.79,research & development,4,,1,973,1
973,36,No,travel_rarely,290.04,research & development,4,other,1,974,7
974,35,No,travel_rarely,556.26,,3,,1,975,48
975,31,Yes,,290.04,,2,medical,1,976,9
976,33,No,travel_rarely,356.16,,1,life sciences,1,977,13
977,27,No,,290.02,,4,,1,978,24
978,30,Yes,travel_rarely,290.04,,3,,1,979,22
979,24,No,,451.6,,1,medical,1,980,17
980,35,Yes,travel_rarely,290.04,research & development,4,other,1,981,14
981,30,Yes,,290.04,,3,,1,982,5
982,48,No,travel_rarely,437.46,research & development,3,,1,983,6
983,41,No,travel_rarely,556.26,,2,medical,1,984,7
984,27,No,,436.12,research & development,4,,1,985,2
985,35,No,travel_rarely,404.13,research & development,3,other,1,986,10
986,26,Yes,non-travel,512.67,,2,medical,1,987,29
987,33,No,non-travel,290.04,sales,1,life sciences,1,988,8
988,26,Yes,,210.68,,3,life sciences,1,989,2
989,38,No,travel_frequently,291.06,,4,,1,990,3
990,46,No,,1973.98,,4,medical,1,991,47
991,20,Yes,,290.04,,3,marketing,1,992,9
992,30,No,,1027.31,,3,other,1,993,20
993,27,No,non-travel,290.04,,5,,1,994,8
994,55,No,,1032.49,,1,,1,995,2
995,33,No,travel_rarely,1032.49,,3,life sciences,1,996,5
996,28,No,,227.71,,2,life sciences,1,997,15
997,34,No,,800.22,,1,life sciences,1,998,3
998,33,Yes,,290.04,,3,medical,1,999,25
999,33,No,,556.26,,3,life sciences,1,1000,7
1000,21,No,,213.57,,1,,1,1001,1
1001,31,No,travel_frequently,287.96,,3,,1,1002,20
1002,35,No,,556.26,,2,marketing,1,1003,11
1003,34,No,,556.26,,2,,1,1004,2
1004,33,Yes,,848.51,,4,,1,1005,9
1005,31,Yes,,269.29,research & development,3,medical,1,1006,15
1006,37,No,travel_rarely,591.29,,2,,1,1007,25
1007,27,No,travel_rarely,261.96,,3,,1,1008,6
1008,35,No,travel_frequently,245.14,,4,other,1,1009,4
1009,56,No,,1973.98,,4,,1,1010,4
1010,45,No,,290.04,research & development,3,medical,1,1011,7
1011,20,No,travel_rarely,290.04,,3,,1,1012,3
1012,50,No,travel_frequently,1582.77,,3,,1,1013,2
1013,46,No,,1968.67,,2,life sciences,1,1014,15
1014,32,No,,283.01,,3,other,1,1015,13
1015,35,No,,1032.49,,2,,1,1016,8
1016,29,No,,387.94,,3,life sciences,1,1017,1
1017,21,Yes,travel_frequently,290.04,,2,,1,1018,10
1018,34,No,travel_rarely,468.21,,3,marketing,1,1019,2
1019,28,No,,290.04,,4,medical,1,1020,1
1020,35,No,travel_rarely,290.04,,1,life sciences,1,1021,6
1021,28,No,travel_frequently,398.98,,3,life sciences,1,1022,2
1022,28,No,travel_rarely,214.6,,3,technical degree,1,1023,1
1023,25,No,,216.25,research & development,3,medical,1,1024,1
1024,58,No,,290.04,,4,life sciences,1,1025,23
1025,39,Yes,,402.79,,3,medical,1,1026,23
1026,30,No,travel_rarely,477.39,,3,technical degree,1,1027,6
1027,50,No,,1582.77,,3,life sciences,1,1028,46
1028,41,No,,556.26,,2,medical,1,1029,10
1029,31,Yes,,237.51,,3,,1,1030,1
1030,44,Yes,,290.04,,3,life sciences,1,1031,3
1031,40,No,non-travel,290.04,research & development,2,,1,1032,16
1032,25,No,travel_rarely,290.04,research & development,1,medical,1,1033,19
1033,40,No,travel_rarely,290.04,,4,life sciences,1,1034,1
1034,51,No,travel_rarely,1582.77,,2,technical degree,1,1035,11
1035,27,No,travel_frequently,523.2,,1,life sciences,1,1036,2
1036,35,Yes,,556.26,,4,marketing,1,1037,18
1037,38,No,,290.04,,3,,1,1038,7
1038,31,Yes,,556.26,,4,,1,1039,22
