age,attrition,businesstravel,dailyrate,department,education,educationfield,employeecount,employeenumber,distancefromhome(miles),environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
32,no,,290.04,,2,life sciences,1,266,2,4,male,36.25,3,1,laboratory technician,4,,2342.59,6090.75,0,y,no,13,3.0,3,parttime,0,8.0,2,2.0,7,,3,6,2342.59,1991,28111.13,,,yes
38,no,travel_frequently,982.84,research & development,3,,1,267,23,4,male,122.86,2,3,manufacturing director,3,,7938.33,20639.67,0,y,no,21,4.0,2,parttime,0,11.359610274579271,2,3.0,9,,1,8,7938.33,1985,95260.0,manufacturing director  -  research & development,,yes
36,no,travel_rarely,556.26,research & development,3,medical,1,268,27,3,male,69.53,3,2,healthcare representative,3,,4492.84,11681.39,6,y,no,13,3.0,2,parttime,2,17.0,3,2.0,7,,7,7,4492.84,1987,53914.11,healthcare representative  -  research & development,,yes
42,no,,704.17,,4,,1,269,8,3,male,88.02,3,2,sales executive,2,,5687.5,14787.5,0,y,no,11,,4,parttime,1,10.0,2,3.0,9,,4,2,5687.5,1981,,,,no
31,no,,556.26,research & development,4,life sciences,1,270,7,4,male,69.53,3,2,laboratory technician,4,divorced,4492.84,11681.39,3,y,no,22,4.0,4,parttime,1,11.359610274579271,3,2.0,7,,1,7,4492.84,1992,53914.11,laboratory technician  -  research & development,,no
31,no,travel_rarely,456.44,,4,,1,271,8,3,female,57.06,3,2,manufacturing director,4,single,3686.67,9585.33,1,y,no,23,4.0,4,parttime,0,11.0,2,3.0,11,,1,8,3686.67,1992,44240.0,,,no
51,no,,561.37,,4,marketing,1,272,21,3,male,70.17,3,2,sales executive,4,,4534.17,11788.83,0,y,no,22,4.0,4,parttime,0,11.0,2,1.0,10,,1,0,4534.17,1972,,,,yes
34,yes,travel_frequently,626.68,,3,,1,273,7,1,male,78.34,1,2,laboratory technician,3,,5061.67,13160.33,1,y,yes,24,4.0,4,fulltime,0,9.0,3,3.0,9,,0,6,5061.67,1989,60740.0,,,yes
36,no,,1032.49,,2,technical degree,1,274,11,2,female,129.06,3,3,sales executive,4,,8339.32,21682.23,0,y,no,14,3.0,3,parttime,1,10.0,6,3.0,9,,2,8,8339.32,1987,100071.84,,,no
30,no,travel_frequently,290.04,,3,,1,275,23,1,male,36.25,1,1,research scientist,3,divorced,2342.59,6090.75,1,y,no,25,4.0,3,parttime,3,11.359610274579271,2,2.0,10,,0,9,2342.59,1993,28111.13,,,no
33,no,non-travel,634.11,,2,,1,276,12,1,male,79.26,3,2,sales executive,2,married,5121.67,13316.33,0,y,no,13,3.0,1,fulltime,1,11.359610274579271,2,4.0,7,7.0,0,7,,1990,61460.0,,,yes
31,yes,,636.79,,4,life sciences,1,277,6,2,male,79.6,1,2,sales executive,3,married,5143.33,13372.67,4,y,no,18,3.0,2,fulltime,0,11.359610274579271,3,2.0,7,,7,7,5143.33,1992,61720.0,,,no
41,no,travel_rarely,1032.49,,1,,1,278,23,3,male,129.06,3,3,sales executive,3,divorced,8339.32,21682.23,3,y,yes,13,3.0,3,parttime,1,11.359610274579271,2,3.0,9,,0,7,8339.32,1982,100071.84,,,no
26,no,travel_rarely,290.04,,1,,1,279,25,3,female,36.25,3,1,human resources,3,,2342.59,6090.75,1,y,no,23,4.0,4,parttime,1,8.0,3,3.0,8,,5,7,2342.59,1997,,,,yes
32,no,,481.62,,2,,1,280,9,4,male,60.2,1,2,sales executive,4,divorced,3890.0,10114.0,0,y,no,17,3.0,4,parttime,3,11.359610274579271,2,4.0,8,,0,7,,1991,46680.0,,,yes
40,no,travel_frequently,578.29,,3,,1,281,26,2,female,72.29,3,2,research scientist,2,divorced,4670.83,12144.17,1,y,no,11,3.0,1,fulltime,1,20.0,2,3.0,20,,2,13,4670.83,1983,56050.0,,,no
53,no,travel_rarely,556.26,sales,2,marketing,1,282,6,2,male,69.53,3,2,sales representative,3,,4492.84,11681.39,2,y,yes,20,4.0,4,parttime,1,13.0,3,1.0,7,,4,5,4492.84,1970,53914.11,sales representative  -  sales,,yes
29,no,non-travel,445.61,research & development,1,technical degree,1,283,1,4,male,55.7,3,2,manufacturing director,3,married,3599.17,9357.83,1,y,no,13,3.0,1,parttime,1,10.0,1,3.0,10,,0,9,3599.17,1994,43190.0,manufacturing director  -  research & development,,no
36,no,travel_frequently,290.04,research & development,2,,1,284,3,4,male,36.25,3,1,laboratory technician,2,,2342.59,6090.75,4,y,no,12,,3,parttime,0,13.0,3,2.0,8,,7,2,,1987,28111.13,laboratory technician  -  research & development,,yes
33,no,travel_rarely,290.04,research & development,3,,1,285,14,4,female,36.25,3,1,research scientist,2,,2342.59,6090.75,1,y,no,13,3.0,4,parttime,1,8.0,5,3.0,8,,1,6,2342.59,1990,28111.13,research scientist  -  research & development,,yes
51,no,travel_rarely,1582.77,,3,,1,286,3,4,female,197.85,3,4,healthcare representative,2,single,12783.92,33238.2,3,y,no,18,3.0,3,fulltime,0,11.359610274579271,6,3.0,7,,1,0,,1972,153407.07,,,no
27,no,travel_rarely,290.04,,3,medical,1,287,9,4,female,36.25,3,1,research scientist,2,single,2342.59,6090.75,1,y,no,16,3.0,4,parttime,0,11.359610274579271,2,2.0,7,,0,3,2342.59,1996,28111.13,,,no
37,no,,367.71,,3,life sciences,1,288,21,2,male,45.96,4,1,research scientist,1,,2970.0,7722.0,1,y,yes,12,3.0,1,fulltime,1,11.359610274579271,3,2.0,8,,1,7,2970.0,1986,35640.0,,,yes
38,no,,645.98,,3,,1,289,29,4,male,80.75,3,2,manufacturing director,4,married,5217.5,13565.5,3,y,no,18,3.0,1,fulltime,1,9.0,3,1.0,7,,1,7,5217.5,1985,62610.0,,,yes
49,no,non-travel,702.0,,4,,1,290,18,4,male,87.75,3,2,manufacturing director,4,divorced,5670.0,14742.0,1,y,yes,15,3.0,1,fulltime,2,7.0,0,3.0,7,,1,7,5670.0,1974,68040.0,,,no
27,no,,556.26,,3,life sciences,1,291,20,4,female,69.53,3,2,sales executive,3,single,4492.84,11681.39,1,y,no,14,3.0,4,parttime,0,7.0,2,3.0,7,,0,7,4492.84,1996,53914.11,,,no
45,no,,1032.49,sales,3,medical,1,292,6,4,female,129.06,2,3,sales executive,4,single,8339.32,21682.23,6,y,no,12,3.0,4,parttime,0,23.0,2,3.0,19,,12,8,8339.32,1978,100071.84,sales executive  -  sales,,yes
35,no,,1032.49,,3,,1,293,1,3,female,129.06,3,3,sales executive,3,single,8339.32,21682.23,1,y,no,14,3.0,1,parttime,0,10.0,3,4.0,10,,0,8,,1988,100071.84,,,yes
33,yes,travel_rarely,290.04,,2,,1,294,2,1,female,36.25,3,1,laboratory technician,1,,2342.59,6090.75,7,y,no,20,,1,parttime,0,13.0,3,4.0,9,,1,7,,1990,28111.13,,,yes
52,no,,1973.98,,4,life sciences,1,295,2,1,male,246.75,2,5,manager,3,,15943.72,41453.67,1,y,yes,18,3.0,4,fulltime,0,33.0,2,4.0,33,,15,12,15943.72,1971,191324.62,,,yes
40,no,,2005.3,research & development,2,medical,1,296,2,1,male,250.66,3,5,research director,3,,16196.67,42111.33,0,y,no,19,3.0,4,fulltime,1,11.359610274579271,5,3.0,21,,3,9,16196.67,1983,194360.0,research director  -  research & development,,yes
38,no,non-travel,556.26,sales,2,life sciences,1,297,2,4,male,69.53,2,2,sales executive,4,,4492.84,11681.39,3,y,no,18,3.0,4,parttime,1,13.0,0,3.0,8,,7,5,4492.84,1985,53914.11,sales executive  -  sales,,yes
46,no,,1582.77,,3,,1,298,27,2,female,197.85,1,4,manager,2,married,12783.92,33238.2,3,y,yes,12,3.0,2,fulltime,1,28.0,2,2.0,7,,7,7,12783.92,1977,153407.07,,,no
45,no,travel_rarely,1582.77,,2,medical,1,299,20,3,male,197.85,3,4,healthcare representative,4,married,12783.92,33238.2,0,y,yes,14,3.0,2,parttime,0,21.0,2,3.0,20,,4,10,12783.92,1978,153407.07,,,yes
47,yes,non-travel,1032.49,,4,life sciences,1,300,10,1,male,129.06,3,3,manager,2,married,8339.32,21682.23,1,y,no,12,3.0,4,parttime,1,11.359610274579271,2,2.0,10,,9,9,8339.32,1976,,,,yes
35,no,,1032.49,,3,life sciences,1,301,22,2,female,129.06,4,3,manager,2,divorced,8339.32,21682.23,7,y,no,18,,2,parttime,1,10.0,6,2.0,7,,6,2,,1988,100071.84,,,no
29,no,travel_frequently,556.26,,2,,1,302,2,2,male,69.53,3,2,sales executive,4,single,4492.84,11681.39,1,y,no,18,3.0,1,parttime,0,11.359610274579271,3,3.0,10,,0,9,4492.84,1994,53914.11,,,yes
55,no,travel_rarely,556.26,research & development,2,technical degree,1,303,20,2,male,69.53,3,2,laboratory technician,4,married,4492.84,11681.39,3,y,no,19,,4,parttime,1,12.0,4,3.0,10,,0,8,,1968,53914.11,laboratory technician  -  research & development,,yes
26,yes,travel_rarely,601.3,,4,,1,304,45,4,male,75.16,2,2,sales executive,4,single,4856.67,12627.33,1,y,no,12,3.0,2,parttime,0,11.359610274579271,0,3.0,8,,7,4,4856.67,1997,,,,yes
31,no,travel_rarely,556.26,,3,technical degree,1,305,7,2,male,69.53,4,2,sales executive,4,,4492.84,11681.39,4,y,no,11,3.0,2,parttime,1,10.0,3,2.0,8,,7,7,4492.84,1992,53914.11,,,yes
43,no,travel_frequently,253.29,,4,life sciences,1,306,10,3,female,31.66,3,1,laboratory technician,4,,2045.83,5319.17,0,y,no,19,3.0,1,parttime,0,11.359610274579271,5,3.0,8,,1,7,,1980,24550.0,,,yes
31,no,travel_rarely,556.26,,3,marketing,1,307,13,4,male,69.53,3,2,sales executive,4,,4492.84,11681.39,4,y,no,12,3.0,4,parttime,3,13.0,3,3.0,7,,1,7,,1992,53914.11,,,yes
32,no,,521.55,,4,medical,1,308,2,1,female,65.19,4,2,research scientist,4,single,4212.5,10952.5,7,y,no,16,3.0,3,parttime,0,11.359610274579271,0,2.0,7,,0,7,,1991,50550.0,,,yes
33,no,,483.06,,3,,1,309,10,2,male,60.38,2,2,sales executive,4,,3901.67,10144.33,3,y,no,14,3.0,3,parttime,0,11.359610274579271,6,2.0,7,,0,1,3901.67,1990,,,,no
43,no,travel_frequently,542.39,research & development,4,life sciences,1,310,10,3,female,67.8,2,2,laboratory technician,3,divorced,4380.83,11390.17,1,y,no,11,,2,parttime,1,9.0,3,4.0,9,,0,0,,1980,52570.0,laboratory technician  -  research & development,,no
29,yes,travel_rarely,218.63,,4,,1,311,8,2,male,27.33,1,1,laboratory technician,1,,1765.83,4591.17,1,y,no,11,3.0,4,parttime,0,7.0,4,2.0,7,,0,7,1765.83,1994,,,,no
27,no,,556.26,sales,4,,1,312,8,2,female,69.53,3,2,sales executive,2,,4492.84,11681.39,1,y,no,18,3.0,1,parttime,1,8.0,3,3.0,8,,0,7,4492.84,1996,53914.11,sales executive  -  sales,,no
29,no,travel_rarely,556.26,,1,,1,313,10,4,female,69.53,2,2,sales executive,2,divorced,4492.84,11681.39,1,y,yes,14,3.0,1,parttime,2,7.0,2,3.0,7,,1,7,4492.84,1994,53914.11,,,no
37,no,,616.37,,3,medical,1,314,6,3,male,77.05,4,2,research scientist,1,divorced,4978.33,12943.67,4,y,no,13,3.0,1,fulltime,2,13.0,2,3.0,7,,6,7,4978.33,1986,59740.0,,,no
26,no,travel_rarely,556.26,,3,,1,315,1,3,male,69.53,3,2,sales executive,3,,4492.84,11681.39,1,y,no,17,3.0,2,parttime,1,11.359610274579271,3,3.0,8,,7,7,4492.84,1997,53914.11,,,yes
40,no,travel_rarely,290.04,,4,life sciences,1,316,10,4,female,36.25,4,1,laboratory technician,3,married,2342.59,6090.75,3,y,yes,13,3.0,3,parttime,1,11.359610274579271,3,3.0,7,,1,7,2342.59,1983,,,,yes
41,yes,,556.26,,3,,1,317,4,1,male,69.53,3,2,sales executive,2,,4492.84,11681.39,1,y,no,18,3.0,3,parttime,0,8.0,5,3.0,8,,7,7,4492.84,1982,53914.11,,,no
51,no,travel_rarely,556.26,,2,,1,318,14,3,female,69.53,3,2,sales executive,4,,4492.84,11681.39,4,y,no,11,3.0,3,parttime,1,18.0,2,2.0,7,,0,7,4492.84,1972,,,,yes
37,no,,313.03,,3,,1,319,14,4,female,39.13,3,1,laboratory technician,1,,2528.33,6573.67,1,y,no,12,3.0,3,fulltime,1,11.359610274579271,2,2.0,18,,12,17,,1986,30340.0,,,no
56,no,,1363.14,,3,life sciences,1,320,6,3,female,170.39,4,4,sales executive,1,married,11010.0,28626.0,9,y,no,11,3.0,4,parttime,3,36.0,0,2.0,7,,7,7,11010.0,1967,,,,yes
41,no,travel_rarely,865.84,sales,3,marketing,1,321,1,2,male,108.23,4,3,sales executive,1,married,6993.33,18182.67,1,y,no,16,3.0,3,parttime,1,10.0,2,3.0,10,,0,7,,1982,83920.0,sales executive  -  sales,,yes
46,no,,556.26,,3,medical,1,322,18,3,female,69.53,3,2,manufacturing director,3,,4492.84,11681.39,2,y,no,14,3.0,3,parttime,1,19.0,5,2.0,10,,0,8,4492.84,1977,53914.11,,,no
30,no,non-travel,290.04,,3,,1,323,2,3,female,36.25,3,1,laboratory technician,4,single,2342.59,6090.75,0,y,no,14,3.0,3,parttime,0,12.0,2,2.0,11,,6,7,,1993,28111.13,,,no
35,no,travel_rarely,1032.49,,3,life sciences,1,324,16,4,male,129.06,3,3,healthcare representative,3,,8339.32,21682.23,4,y,yes,12,3.0,3,parttime,0,10.0,2,3.0,8,,0,0,8339.32,1988,100071.84,,,no
48,no,travel_rarely,417.96,,5,,1,325,2,2,female,52.25,3,2,sales executive,4,married,3375.83,8777.17,2,y,no,14,3.0,1,parttime,1,14.0,2,3.0,9,,6,7,3375.83,1975,40510.0,,,yes
45,no,travel_rarely,495.75,,3,other,1,326,2,4,male,61.97,3,2,sales executive,2,,4004.17,10410.83,0,y,no,19,3.0,2,parttime,1,11.359610274579271,3,4.0,8,,3,7,4004.17,1978,48050.0,,,yes
26,yes,travel_frequently,282.8,,4,life sciences,1,327,17,2,female,35.35,3,1,human resources,3,,2284.17,5938.83,0,y,yes,11,3.0,2,parttime,1,8.0,2,3.0,7,,1,0,2284.17,1997,,,,yes
41,no,,556.26,,4,other,1,328,2,1,female,69.53,2,2,healthcare representative,3,single,4492.84,11681.39,2,y,yes,17,3.0,1,parttime,0,10.0,3,3.0,8,,0,7,,1982,53914.11,,,yes
34,no,,550.64,,4,,1,329,21,4,male,68.83,4,2,sales executive,4,single,4447.5,11563.5,1,y,no,12,3.0,4,parttime,0,10.0,3,3.0,10,,5,7,,1989,53370.0,,,yes
31,no,travel_rarely,556.26,,4,medical,1,330,6,1,male,69.53,4,2,sales executive,4,divorced,4492.84,11681.39,4,y,no,22,4.0,4,parttime,2,13.0,4,4.0,7,,5,7,,1992,53914.11,,,yes
43,no,travel_frequently,556.26,,5,,1,331,9,4,male,69.53,3,2,laboratory technician,3,divorced,4492.84,11681.39,3,y,no,13,3.0,2,parttime,1,10.0,3,3.0,8,,4,7,,1980,53914.11,,,no
53,no,,556.26,sales,1,,1,332,1,4,female,69.53,3,2,sales executive,1,single,4492.84,11681.39,7,y,no,20,4.0,4,parttime,0,18.0,2,4.0,14,,8,10,,1970,53914.11,sales executive  -  sales,,no
37,no,travel_rarely,973.35,,3,other,1,333,3,3,male,121.67,3,3,manufacturing director,3,married,7861.67,20440.33,1,y,no,15,,3,parttime,1,11.359610274579271,2,3.0,10,,7,8,7861.67,1986,94340.0,,,yes
54,no,,1032.49,,4,,1,334,19,3,male,129.06,3,3,human resources,2,,8339.32,21682.23,2,y,no,15,,3,parttime,1,16.0,1,4.0,9,,7,1,8339.32,1969,100071.84,,,yes
38,no,travel_rarely,556.26,sales,4,marketing,1,335,7,4,female,69.53,2,2,sales executive,4,,4492.84,11681.39,0,y,no,20,,1,parttime,0,11.359610274579271,2,3.0,7,,0,5,4492.84,1985,53914.11,sales executive  -  sales,,yes
29,no,,290.04,research & development,4,life sciences,1,336,1,2,male,36.25,1,1,research scientist,4,divorced,2342.59,6090.75,1,y,no,18,3.0,4,parttime,1,10.0,5,3.0,10,,2,8,2342.59,1994,28111.13,research scientist  -  research & development,,yes
34,no,,1032.49,,3,medical,1,337,9,4,female,129.06,2,3,healthcare representative,2,,8339.32,21682.23,1,y,no,14,3.0,2,parttime,0,9.0,3,4.0,8,,7,7,,1989,100071.84,,,no
39,no,,556.26,,4,technical degree,1,338,2,4,female,69.53,2,2,healthcare representative,3,single,4492.84,11681.39,1,y,no,11,3.0,1,parttime,0,20.0,4,3.0,20,7.0,11,10,4492.84,1984,53914.11,,,no
32,no,,556.73,,3,marketing,1,339,10,4,male,69.59,3,2,sales executive,4,,4496.67,11691.33,1,y,no,12,3.0,4,fulltime,0,10.0,2,2.0,10,,0,8,4496.67,1991,53960.0,,,yes
38,no,travel_rarely,556.26,,4,life sciences,1,340,1,2,female,69.53,4,2,healthcare representative,4,,4492.84,11681.39,0,y,no,13,3.0,3,parttime,0,10.0,4,3.0,9,,1,8,4492.84,1985,53914.11,,,yes
27,no,travel_rarely,1032.49,,2,life sciences,1,341,1,3,female,129.06,3,3,manufacturing director,1,married,8339.32,21682.23,1,y,no,11,3.0,4,parttime,0,9.0,3,3.0,9,,0,7,8339.32,1996,100071.84,,,no
32,no,travel_rarely,1151.33,,2,life sciences,1,342,3,3,female,143.92,3,3,research director,4,single,9299.17,24177.83,3,y,no,15,3.0,4,fulltime,0,10.0,6,3.0,7,,7,7,9299.17,1991,111590.0,,,no
47,no,,511.75,,4,marketing,1,343,35,4,male,63.97,3,2,sales executive,1,single,4133.33,10746.67,2,y,no,12,3.0,4,parttime,0,20.0,2,3.0,7,,1,7,4133.33,1976,,,,no
27,no,travel_frequently,907.21,,2,,1,344,10,4,male,113.4,3,3,manufacturing director,1,,7327.5,19051.5,1,y,no,21,4.0,3,parttime,2,9.0,4,2.0,9,,1,7,7327.5,1996,87930.0,,,yes
41,no,,1979.82,,3,,1,345,1,4,male,247.48,2,5,manager,3,,15990.83,41576.17,1,y,no,12,,2,fulltime,1,22.0,3,3.0,22,,2,10,,1982,191890.0,,,no
28,yes,,228.63,research & development,2,,1,346,35,3,female,28.58,1,1,research scientist,2,,1846.67,4801.33,7,y,yes,13,3.0,4,parttime,0,10.0,4,3.0,7,,3,7,1846.67,1995,22160.0,research scientist  -  research & development,,yes
36,no,,1208.48,research & development,3,,1,347,8,1,female,151.06,4,3,research director,1,married,9760.83,25378.17,9,y,no,14,3.0,1,fulltime,1,10.0,2,3.0,8,,0,5,9760.83,1987,117130.0,research director  -  research & development,,no
30,no,,547.24,,5,marketing,1,348,27,3,male,68.4,3,2,sales executive,4,divorced,4420.0,11492.0,7,y,no,23,,4,parttime,1,10.0,2,2.0,8,,7,7,4420.0,1993,53040.0,,,yes
56,no,travel_rarely,1145.55,,3,,1,349,9,3,male,143.19,3,4,healthcare representative,4,married,9252.5,24056.5,7,y,no,11,3.0,3,fulltime,0,30.0,1,2.0,10,,1,1,9252.5,1967,111030.0,,,no
45,no,travel_rarely,684.25,,2,,1,350,2,2,male,85.53,1,2,sales representative,3,single,5526.67,14369.33,0,y,no,13,3.0,1,fulltime,0,9.0,3,3.0,8,,3,1,5526.67,1978,66320.0,,,yes
36,no,non-travel,782.79,,4,,1,351,8,1,male,97.85,2,3,sales executive,1,single,6322.5,16438.5,1,y,no,15,3.0,2,parttime,0,10.0,1,3.0,10,,0,9,6322.5,1987,75870.0,,,no
29,no,,447.26,,3,medical,1,352,27,2,female,55.91,3,2,healthcare representative,3,married,3612.5,9392.5,4,y,no,12,3.0,1,parttime,1,11.0,3,2.0,8,,1,1,3612.5,1994,43350.0,,,yes
38,no,,616.98,,4,life sciences,1,353,2,1,female,77.12,4,2,manufacturing director,1,single,4983.33,12956.67,6,y,no,12,3.0,4,fulltime,0,17.0,2,3.0,15,,4,12,4983.33,1985,59800.0,,,yes
40,no,,437.87,,2,medical,1,354,13,1,female,54.73,4,2,healthcare representative,2,,3536.67,9195.33,1,y,no,24,4.0,4,parttime,1,8.0,2,3.0,8,,3,7,3536.67,1983,,,,yes
42,no,travel_frequently,1973.98,,3,,1,355,8,2,male,246.75,3,5,manager,4,,15943.72,41453.67,1,y,no,13,3.0,2,parttime,1,24.0,4,2.0,24,,14,9,15943.72,1981,,,,yes
36,no,travel_rarely,539.4,,3,other,1,356,1,3,female,67.42,3,2,manufacturing director,2,,4356.67,11327.33,0,y,no,15,3.0,1,parttime,1,11.359610274579271,2,3.0,9,,0,5,4356.67,1987,52280.0,,,no
29,no,travel_rarely,278.57,,2,,1,357,23,3,male,34.82,4,1,research scientist,3,married,2250.0,5850.0,1,y,no,24,4.0,3,parttime,1,10.0,3,3.0,10,,0,7,2250.0,1994,27000.0,,,yes
55,yes,,556.26,,1,medical,1,358,2,3,male,69.53,3,2,sales executive,4,single,4492.84,11681.39,4,y,no,16,3.0,3,parttime,0,11.359610274579271,3,2.0,9,,7,3,,1968,53914.11,,,no
28,no,,556.26,sales,4,,1,359,2,2,female,69.53,3,2,sales executive,2,,4492.84,11681.39,1,y,no,20,4.0,1,parttime,0,8.0,2,3.0,8,,7,5,,1995,53914.11,sales executive  -  sales,,yes
26,yes,,244.11,,2,medical,1,360,5,3,female,30.51,2,1,research scientist,3,married,1971.67,5126.33,1,y,no,14,3.0,1,parttime,1,8.0,2,3.0,8,,1,7,1971.67,1997,23660.0,,,yes
44,no,,290.04,,2,,1,361,9,2,male,36.25,3,1,research scientist,1,,2342.59,6090.75,1,y,yes,13,3.0,4,parttime,0,8.0,0,3.0,8,,7,1,2342.59,1979,,,,yes
41,yes,,290.04,research & development,4,life sciences,1,362,2,2,female,36.25,1,1,laboratory technician,4,divorced,2342.59,6090.75,4,y,yes,13,3.0,3,parttime,1,11.359610274579271,1,2.0,7,,1,0,2342.59,1982,,laboratory technician  -  research & development,,yes
31,no,travel_rarely,240.29,,4,,1,363,7,2,male,30.04,2,1,sales representative,3,,1940.83,5046.17,3,y,no,15,,2,parttime,0,11.359610274579271,2,4.0,7,,5,2,1940.83,1992,23290.0,,,no
26,no,travel_frequently,443.03,sales,3,medical,1,364,28,2,male,55.38,2,2,sales executive,1,,3578.33,9303.67,1,y,no,12,3.0,2,parttime,0,11.359610274579271,2,3.0,7,,0,7,,1997,42940.0,sales executive  -  sales,,yes
31,no,,556.26,,3,medical,1,365,12,4,female,69.53,3,2,healthcare representative,4,,4492.84,11681.39,0,y,no,11,3.0,3,parttime,2,10.0,2,1.0,9,,8,5,,1992,53914.11,,,no
32,no,,693.85,,4,medical,1,366,3,3,female,86.73,3,2,manufacturing director,1,married,5604.17,14570.83,1,y,no,12,3.0,3,fulltime,1,8.0,2,4.0,8,,6,3,,1991,67250.0,,,no
36,yes,travel_rarely,1065.28,,1,life sciences,1,367,3,3,male,133.16,2,3,sales executive,4,married,8604.17,22370.83,1,y,no,11,,1,fulltime,1,11.359610274579271,6,3.0,16,,3,7,8604.17,1987,103250.0,,,no
45,no,non-travel,458.82,,2,,1,368,47,4,male,57.35,3,2,laboratory technician,2,,3705.83,9635.17,1,y,no,12,3.0,2,parttime,0,11.359610274579271,5,2.0,9,,0,8,,1978,44470.0,,,yes
39,no,travel_rarely,1032.49,,5,,1,369,2,1,male,129.06,4,3,sales executive,3,single,8339.32,21682.23,0,y,no,18,3.0,4,parttime,0,9.0,3,3.0,8,,0,7,,1984,100071.84,,,no
36,no,non-travel,556.26,,4,technical degree,1,370,8,1,male,69.53,3,2,sales executive,4,divorced,4492.84,11681.39,4,y,no,13,,4,parttime,2,12.0,3,3.0,7,,0,7,4492.84,1987,53914.11,,,yes
46,no,,1118.93,,2,medical,1,371,7,4,male,139.87,3,3,manufacturing director,3,,9037.5,23497.5,6,y,no,13,3.0,2,fulltime,1,11.359610274579271,3,3.0,8,,0,7,9037.5,1977,108450.0,,,no
54,no,travel_rarely,1032.49,,3,technical degree,1,372,17,3,female,129.06,3,3,manufacturing director,3,,8339.32,21682.23,8,y,no,11,,3,parttime,1,22.0,2,3.0,10,,0,8,8339.32,1969,100071.84,,,yes
30,no,travel_rarely,1032.49,,2,,1,373,8,2,female,129.06,4,3,research director,1,,8339.32,21682.23,0,y,yes,12,3.0,3,parttime,3,11.359610274579271,4,2.0,8,,1,7,8339.32,1993,100071.84,,,yes
26,no,,564.57,,2,medical,1,374,2,4,male,70.57,4,2,manufacturing director,4,married,4560.0,11856.0,1,y,no,12,3.0,2,fulltime,0,11.359610274579271,2,3.0,8,,1,3,,1997,54720.0,,,no
55,no,travel_frequently,658.77,,4,medical,1,375,18,3,male,82.35,3,2,healthcare representative,2,married,5320.83,13834.17,3,y,no,14,3.0,4,fulltime,2,11.359610274579271,3,3.0,8,,6,7,5320.83,1968,63850.0,,,yes
50,no,non-travel,654.85,sales,3,life sciences,1,376,1,4,female,81.86,3,2,sales executive,3,married,5289.17,13751.83,0,y,no,12,3.0,1,fulltime,1,11.359610274579271,3,3.0,18,,0,13,,1973,63470.0,sales executive  -  sales,,yes
32,no,non-travel,290.04,,4,,1,377,29,4,female,36.25,3,1,laboratory technician,3,single,2342.59,6090.75,9,y,no,12,3.0,2,parttime,0,10.0,2,3.0,8,,7,7,,1991,28111.13,,,yes
53,no,travel_frequently,776.39,,3,marketing,1,378,2,3,female,97.05,2,3,sales executive,2,,6270.83,16304.17,2,y,no,12,3.0,1,parttime,1,30.0,2,3.0,15,,6,12,,1970,75250.0,,,yes
40,no,travel_rarely,556.26,,3,,1,379,26,3,male,69.53,3,2,sales executive,1,married,4492.84,11681.39,1,y,no,14,3.0,2,parttime,1,8.0,3,2.0,7,,7,5,4492.84,1983,53914.11,,,no
55,no,,1582.77,,1,,1,380,2,3,male,197.85,2,4,manager,1,single,12783.92,33238.2,7,y,no,15,3.0,2,parttime,0,11.359610274579271,3,4.0,9,,6,2,12783.92,1968,,,,yes
28,yes,non-travel,1032.49,,2,,1,381,24,2,male,129.06,2,3,healthcare representative,1,single,8339.32,21682.23,1,y,no,12,3.0,1,parttime,0,10.0,2,2.0,10,,1,9,8339.32,1995,100071.84,,,no
28,no,travel_rarely,377.62,,3,other,1,382,10,3,female,47.2,3,2,research scientist,3,single,3050.0,7930.0,3,y,no,13,3.0,4,parttime,0,11.359610274579271,4,4.0,8,,1,7,3050.0,1995,,,,yes
35,yes,,1032.49,,3,technical degree,1,383,4,4,male,129.06,3,3,sales executive,1,,8339.32,21682.23,0,y,no,22,4.0,1,parttime,0,9.0,2,3.0,8,,4,7,,1988,100071.84,,,yes
33,yes,travel_frequently,556.26,research & development,4,medical,1,384,36,3,female,69.53,2,2,research scientist,3,single,4492.84,11681.39,1,y,no,22,4.0,2,parttime,0,14.0,4,3.0,13,,3,8,4492.84,1990,53914.11,research scientist  -  research & development,,yes
25,yes,,290.04,research & development,1,technical degree,1,385,4,4,male,36.25,3,1,laboratory technician,4,married,2342.59,6090.75,1,y,no,15,,2,parttime,1,7.0,3,4.0,7,,5,6,,1998,28111.13,laboratory technician  -  research & development,,yes
38,no,,901.75,sales,4,,1,386,10,3,male,112.72,2,3,sales executive,3,,7283.33,18936.67,0,y,yes,14,3.0,2,parttime,2,9.0,2,3.0,8,,2,7,7283.33,1985,87400.0,sales executive  -  sales,,yes
28,no,,1032.49,,3,,1,387,12,1,female,129.06,3,3,manufacturing director,2,,8339.32,21682.23,0,y,no,17,3.0,2,parttime,3,11.359610274579271,3,2.0,9,,1,7,,1995,100071.84,,,yes
